DateTime,VWC10cm,Temp10cm,EC10cm,VWC27cm,Temp27cm,EC27cm,VWC62cm,Temp62cm,EC62cm,Voltage11cm,Voltage35cm
10/29/2010 9:30,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 9:40,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 9:50,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 10:00,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 10:10,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 10:20,0.243,1.9,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 10:30,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 10:40,0.242,1.9,0.08,0.201,4.2,0.11,0.111,6.5,0.01,732.4,572.7
10/29/2010 10:50,0.242,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 11:00,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 11:10,0.242,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 11:20,0.243,1.9,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 11:30,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,732.4,573.5
10/29/2010 11:40,0.242,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 11:50,0.242,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 12:00,0.243,2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 12:10,0.243,2.1,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 12:20,0.242,2.1,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 12:30,0.242,2.2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 12:40,0.242,2.4,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 12:50,0.242,2.5,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 13:00,0.242,2.6,0.07,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 13:10,0.242,2.8,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 13:20,0.242,2.9,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 13:30,0.243,3,0.08,0.201,4.2,0.11,0.111,6.5,0.01,730.9,573.5
10/29/2010 13:40,0.243,3.2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 13:50,0.243,3.4,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 14:00,0.243,3.5,0.08,0.201,4.2,0.11,0.111,6.5,0.01,730.9,572.7
10/29/2010 14:10,0.243,3.7,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 14:20,0.243,3.8,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 14:30,0.243,3.9,0.08,0.201,4.2,0.11,0.111,6.5,0.01,730.9,573.5
10/29/2010 14:40,0.243,4.1,0.08,0.201,4.1,0.11,0.111,6.5,0.01,731.7,572.7
10/29/2010 14:50,0.243,4.2,0.08,0.201,4.2,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 15:00,0.243,4.3,0.08,0.201,4.1,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 15:10,0.243,4.4,0.08,0.201,4.1,0.11,0.111,6.5,0.01,731.7,573.5
10/29/2010 15:20,0.243,4.6,0.08,0.201,4.1,0.11,0.111,6.4,0.01,731.7,573.5
10/29/2010 15:30,0.243,4.6,0.08,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 15:40,0.243,4.7,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 15:50,0.243,4.8,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 16:00,0.243,4.8,0.08,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 16:10,0.243,4.9,0.09,0.201,4.1,0.11,0.111,6.4,0.01,730.9,573.5
10/29/2010 16:20,0.243,5,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 16:30,0.244,5,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 16:40,0.244,5,0.08,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 16:50,0.243,5,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 17:00,0.243,5,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 17:10,0.243,5,0.09,0.201,4.1,0.11,0.111,6.4,0.01,731.7,573.5
10/29/2010 17:20,0.243,5,0.08,0.201,4.1,0.11,0.111,6.4,0.01,732.4,572.7
10/29/2010 17:30,0.243,5,0.09,0.201,4.2,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 17:40,0.243,5,0.09,0.201,4.2,0.11,0.111,6.4,0.01,731.7,573.5
10/29/2010 17:50,0.243,5,0.09,0.201,4.2,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 18:00,0.243,5,0.08,0.201,4.2,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 18:10,0.243,4.9,0.09,0.201,4.2,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 18:20,0.243,4.9,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 18:30,0.243,4.9,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 18:40,0.243,4.8,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 18:50,0.243,4.8,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572
10/29/2010 19:00,0.243,4.8,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 19:10,0.243,4.7,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.2,572.7
10/29/2010 19:20,0.243,4.7,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 19:30,0.243,4.7,0.09,0.201,4.2,0.11,0.111,6.4,0.01,730.9,573.5
10/29/2010 19:40,0.243,4.6,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 19:50,0.243,4.6,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 20:00,0.243,4.6,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 20:10,0.243,4.5,0.08,0.201,4.2,0.11,0.111,6.4,0.01,731.7,572.7
10/29/2010 20:20,0.243,4.4,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 20:30,0.243,4.4,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 20:40,0.242,4.3,0.08,0.201,4.2,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 20:50,0.242,4.3,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 21:00,0.242,4.3,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 21:10,0.242,4.2,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 21:20,0.242,4.2,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.2,572.7
10/29/2010 21:30,0.242,4.1,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572
10/29/2010 21:40,0.242,4.1,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 21:50,0.242,4.1,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:00,0.242,4.1,0.07,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:10,0.242,4,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:20,0.242,4,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:30,0.242,4,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:40,0.242,3.9,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 22:50,0.242,3.9,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 23:00,0.242,3.9,0.08,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 23:10,0.242,3.9,0.08,0.201,4.3,0.12,0.111,6.4,0.01,730.2,573.5
10/29/2010 23:20,0.242,3.8,0.07,0.201,4.3,0.11,0.111,6.4,0.01,730.9,572.7
10/29/2010 23:30,0.242,3.8,0.08,0.201,4.3,0.12,0.111,6.4,0.01,730.9,572.7
10/29/2010 23:40,0.242,3.8,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/29/2010 23:50,0.242,3.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:00,0.242,3.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:10,0.242,3.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:20,0.242,3.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:30,0.242,3.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:40,0.242,3.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 0:50,0.242,3.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:00,0.241,3.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:10,0.241,3.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:20,0.241,3.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:30,0.241,3.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:40,0.242,3.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 1:50,0.241,3.5,0.09,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:00,0.241,3.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:10,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:20,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:30,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:40,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 2:50,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 3:00,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 3:10,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 3:20,0.241,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 3:30,0.241,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 3:40,0.241,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 3:50,0.241,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:00,0.241,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:10,0.241,3.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:20,0.241,3.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:30,0.241,3.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:40,0.241,3.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 4:50,0.241,3.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 5:00,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 5:10,0.241,3.1,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 5:20,0.241,3.1,0.07,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 5:30,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 5:40,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 5:50,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 6:00,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 6:10,0.241,3.1,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 6:20,0.241,3,0.07,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 6:30,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 6:40,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.2,572.7
10/30/2010 6:50,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 7:00,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 7:10,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 7:20,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 7:30,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 7:40,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 7:50,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 8:00,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 8:10,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 8:20,0.241,3,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 8:30,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.2,572.7
10/30/2010 8:40,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.2,573.5
10/30/2010 8:50,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:00,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:10,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:20,0.241,2.9,0.08,0.201,4.5,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:30,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:40,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 9:50,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 10:00,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 10:10,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 10:20,0.24,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 10:30,0.241,2.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 10:40,0.241,3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 10:50,0.241,3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 11:00,0.241,3.1,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 11:10,0.241,3.1,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 11:20,0.24,3.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 11:30,0.241,3.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 11:40,0.241,3.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 11:50,0.241,3.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 12:00,0.241,3.8,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 12:10,0.241,3.9,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 12:20,0.241,4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 12:30,0.241,4.2,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 12:40,0.241,4.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 12:50,0.241,4.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 13:00,0.241,4.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 13:10,0.241,4.8,0.09,0.201,4.4,0.12,0.111,6.4,0.01,731.7,574.2
10/30/2010 13:20,0.241,4.9,0.09,0.201,4.4,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 13:30,0.241,5,0.09,0.201,4.4,0.12,0.111,6.4,0.01,732.4,574.2
10/30/2010 13:40,0.241,5.1,0.09,0.201,4.4,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 13:50,0.241,5.3,0.08,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 14:00,0.241,5.4,0.08,0.201,4.4,0.12,0.111,6.4,0.01,731.7,574.2
10/30/2010 14:10,0.241,5.5,0.08,0.201,4.4,0.12,0.111,6.4,0.01,732.4,574.2
10/30/2010 14:20,0.241,5.6,0.08,0.201,4.4,0.12,0.111,6.4,0.01,733.1,574.2
10/30/2010 14:30,0.242,5.7,0.08,0.201,4.4,0.12,0.111,6.4,0.01,733.1,574.2
10/30/2010 14:40,0.242,5.9,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.9,573.5
10/30/2010 14:50,0.242,6,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.9,574.2
10/30/2010 15:00,0.242,6.1,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,574.2
10/30/2010 15:10,0.242,6.2,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 15:20,0.242,6.3,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 15:30,0.242,6.3,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 15:40,0.242,6.4,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.9,573.5
10/30/2010 15:50,0.242,6.5,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 16:00,0.242,6.5,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 16:10,0.242,6.5,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,572.7
10/30/2010 16:20,0.242,6.6,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 16:30,0.242,6.6,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.9,572.7
10/30/2010 16:40,0.242,6.6,0.09,0.201,4.4,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 16:50,0.242,6.6,0.09,0.201,4.5,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 17:00,0.242,6.6,0.09,0.201,4.5,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 17:10,0.242,6.6,0.09,0.201,4.5,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 17:20,0.242,6.6,0.09,0.201,4.5,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 17:30,0.242,6.6,0.09,0.201,4.5,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 17:40,0.242,6.6,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 17:50,0.242,6.6,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 18:00,0.241,6.6,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 18:10,0.241,6.5,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 18:20,0.241,6.5,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 18:30,0.241,6.5,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 18:40,0.241,6.5,0.09,0.201,4.6,0.12,0.111,6.4,0.01,733.1,573.5
10/30/2010 18:50,0.241,6.4,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 19:00,0.241,6.4,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,573.5
10/30/2010 19:10,0.241,6.4,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 19:20,0.241,6.3,0.09,0.201,4.6,0.12,0.111,6.4,0.01,732.4,572.7
10/30/2010 19:30,0.241,6.3,0.09,0.201,4.6,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 19:40,0.241,6.3,0.09,0.201,4.6,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 19:50,0.241,6.2,0.09,0.201,4.7,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 20:00,0.241,6.2,0.09,0.201,4.7,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 20:10,0.241,6.2,0.09,0.201,4.7,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 20:20,0.241,6.1,0.09,0.201,4.7,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 20:30,0.241,6.1,0.09,0.201,4.7,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 20:40,0.241,6.1,0.09,0.201,4.7,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 20:50,0.241,6,0.08,0.201,4.7,0.12,0.111,6.4,0.01,731.7,572.7
10/30/2010 21:00,0.241,5.9,0.08,0.201,4.7,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 21:10,0.241,5.9,0.08,0.201,4.7,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 21:20,0.241,5.9,0.08,0.201,4.7,0.12,0.111,6.4,0.01,730.9,572.7
10/30/2010 21:30,0.241,5.8,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 21:40,0.241,5.8,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 21:50,0.241,5.8,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 22:00,0.241,5.7,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 22:10,0.241,5.7,0.09,0.201,4.8,0.12,0.111,6.4,0.01,731.7,573.5
10/30/2010 22:20,0.241,5.6,0.08,0.201,4.8,0.12,0.112,6.4,0.01,730.9,573.5
10/30/2010 22:30,0.241,5.6,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 22:40,0.241,5.6,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 22:50,0.241,5.5,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.9,573.5
10/30/2010 23:00,0.241,5.5,0.08,0.201,4.8,0.12,0.111,6.4,0.01,730.2,572.7
10/30/2010 23:10,0.241,5.5,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/30/2010 23:20,0.241,5.4,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/30/2010 23:30,0.241,5.4,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/30/2010 23:40,0.241,5.4,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/30/2010 23:50,0.241,5.3,0.08,0.201,4.9,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 0:00,0.24,5.3,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 0:10,0.24,5.3,0.08,0.201,4.9,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 0:20,0.24,5.2,0.09,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 0:30,0.24,5.2,0.09,0.201,4.9,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 0:40,0.24,5.2,0.09,0.201,4.9,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 0:50,0.24,5.1,0.09,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 1:00,0.24,5.1,0.09,0.201,4.9,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 1:10,0.24,5.1,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 1:20,0.24,5,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 1:30,0.24,5,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 1:40,0.24,5,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 1:50,0.24,4.9,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 2:00,0.24,4.9,0.08,0.201,5,0.12,0.111,6.4,0.01,730.2,573.5
10/31/2010 2:10,0.24,4.8,0.09,0.201,5,0.12,0.111,6.4,0.01,730.2,572.7
10/31/2010 2:20,0.24,4.8,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,572.7
10/31/2010 2:30,0.24,4.8,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 2:40,0.24,4.7,0.09,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 2:50,0.24,4.7,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 3:00,0.24,4.7,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 3:10,0.24,4.6,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,572.7
10/31/2010 3:20,0.24,4.6,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,572.7
10/31/2010 3:30,0.24,4.6,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 3:40,0.24,4.5,0.08,0.201,5,0.12,0.111,6.4,0.01,729.5,573.5
10/31/2010 3:50,0.24,4.5,0.09,0.201,5,0.12,0.112,6.4,0.01,729.5,572.7
